transaction_id,customer_id,merchant_id,amount,payment_method,status,timestamp
T001577,C0206,M0009,45910.83,NET_BANKING,SUCCESS,2026-08-22 21:19:05.701298
T001578,C0498,M0046,23041.06,NET_BANKING,SUCCESS,2026-08-25 18:30:00.314651
T001579,C0069,M0007,27334.96,WALLET,SUCCESS,2026-07-08 14:39:57.113076
T001580,C0500,M0043,27122.06,UPI,SUCCESS,2026-07-20 17:57:00.696287
T001581,C0193,M0039,46519.59,NET_BANKING,SUCCESS,2026-08-26 04:28:07.775808
T001582,C0288,M0003,41984.85,UPI,SUCCESS,2026-06-19 09:58:11.877986
T001583,C0261,M0042,29714.93,NET_BANKING,SUCCESS,2026-06-11 22:55:20.373381
T001584,C0458,M0002,8386.59,NET_BANKING,FAILED,2026-07-10 03:42:17.147327
T001585,C0237,M0022,44413.17,NET_BANKING,SUCCESS,2026-06-09 04:14:44.289151
T001586,C0246,M0028,2753.95,UPI,SUCCESS,2026-08-18 05:58:34.916566
T001587,C0264,M0042,30120.99,WALLET,SUCCESS,2026-08-30 17:24:39.563261
T001588,C0243,M0014,26802.35,CARD,SUCCESS,2026-07-03 19:13:14.228319
T001589,C0205,M0025,3993.34,UPI,SUCCESS,2026-06-11 19:45:49.505182
T001590,C0331,M0037,29178.16,NET_BANKING,SUCCESS,2026-06-08 09:49:00.397799
T001591,C0500,M0005,23780.61,CARD,SUCCESS,2026-08-29 11:18:19.943395
T001592,C0029,M0001,33340.09,CARD,SUCCESS,2026-06-09 13:12:44.783367
T001593,C0258,M0008,1779.09,WALLET,SUCCESS,2026-08-07 13:37:30.908143
T001594,C0154,M0036,38887.01,UPI,SUCCESS,2026-07-24 07:19:34.576498
T001595,C0438,M0014,41431.65,UPI,SUCCESS,2026-08-23 11:41:15.326945
T001596,C0254,M0022,10027.39,CARD,SUCCESS,2026-07-05 14:46:02.219242
T001597,C0131,M0022,34178.82,CARD,SUCCESS,2026-07-23 13:26:33.207346
T001598,C0157,M0044,13187.93,UPI,SUCCESS,2026-07-13 12:54:53.044143
T001599,C0197,M0001,25769.74,CARD,FAILED,2026-07-19 08:25:39.757076
T001600,C0113,M0024,10049.7,NET_BANKING,SUCCESS,2026-06-11 03:19:51.109073
T001601,C0336,M0014,4115.67,CARD,SUCCESS,2026-08-20 03:42:47.430398
T001602,C0162,M0024,27620.35,NET_BANKING,SUCCESS,2026-08-14 15:35:36.572710
T001603,C0360,M0044,40358.05,CARD,FAILED,2026-07-21 02:14:52.331323
T001604,C0495,M0031,2460.97,NET_BANKING,SUCCESS,2026-06-11 07:42:01.107042
T001605,C0286,M0024,14628.21,UPI,SUCCESS,2026-08-07 17:16:30.463913
T001606,C0269,M0047,31814.62,UPI,FAILED,2026-07-03 10:57:02.331550
T001607,C0184,M0002,32412.7,WALLET,FAILED,2026-09-04 13:27:02.017055
T001608,C0479,M0002,47395.39,UPI,SUCCESS,2026-07-06 01:02:10.140394
T001609,C0429,M0009,24841.24,NET_BANKING,SUCCESS,2026-06-20 18:04:30.209366
T001610,C0388,M0047,44572.08,NET_BANKING,SUCCESS,2026-07-28 11:12:38.887202
T001611,C0017,M0012,27930.29,UPI,SUCCESS,2026-06-11 22:15:28.677695
T001612,C0004,M0006,14094.04,UPI,SUCCESS,2026-07-07 01:57:42.100791
T001613,C0095,M0005,37569.17,NET_BANKING,SUCCESS,2026-06-11 05:50:45.915637
T001614,C0463,M0018,36267.81,NET_BANKING,SUCCESS,2026-07-10 18:07:22.507444
T001615,C0441,M0016,10307.71,WALLET,SUCCESS,2026-08-11 18:51:55.564401
T001616,C0257,M0014,40161.93,CARD,SUCCESS,2026-06-26 07:06:52.374239
T001617,C0068,M0026,41071.2,UPI,SUCCESS,2026-06-20 22:46:26.821285
T001618,C0364,M0034,18732.49,UPI,SUCCESS,2026-06-16 11:12:33.868176
T001619,C0452,M0041,41408.43,WALLET,SUCCESS,2026-08-27 04:37:26.291834
T001620,C0154,M0039,18115.57,WALLET,SUCCESS,2026-09-01 07:28:36.590786
T001621,C0494,M0022,36385.69,UPI,SUCCESS,2026-07-19 21:35:00.209805
T001622,C0443,M0007,10667.78,UPI,SUCCESS,2026-06-20 03:13:07.718371
T001623,C0075,M0045,3363.39,NET_BANKING,SUCCESS,2026-08-28 15:02:53.247904
T001624,C0292,M0018,36524.47,NET_BANKING,SUCCESS,2026-08-23 03:42:28.197475
T001625,C0149,M0015,13948.81,CARD,SUCCESS,2026-07-08 20:03:24.422073
T001626,C0129,M0038,11568.39,WALLET,SUCCESS,2026-09-05 10:44:05.750254
T001627,C0398,M0022,38087.62,UPI,SUCCESS,2026-07-21 08:10:30.447389
T001628,C0361,M0012,39104.34,WALLET,SUCCESS,2026-06-20 02:24:52.495013
T001629,C0120,M0046,42647.15,WALLET,SUCCESS,2026-08-14 18:59:57.698542
T001630,C0023,M0016,45966.88,UPI,SUCCESS,2026-07-29 03:02:07.023546
T001631,C0334,M0026,19518.29,UPI,SUCCESS,2026-07-08 09:21:47.551240
T001632,C0104,M0006,8604.08,NET_BANKING,SUCCESS,2026-08-10 15:45:01.538990
T001633,C0377,M0047,532.45,UPI,SUCCESS,2026-07-10 16:51:58.737030
T001634,C0224,M0027,33234.03,UPI,SUCCESS,2026-08-14 01:08:53.991286
T001635,C0442,M0037,5706.13,CARD,PENDING,2026-08-04 17:30:51.783185
T001636,C0328,M0013,21233.28,WALLET,SUCCESS,2026-08-05 12:45:19.308270
T001637,C0194,M0025,9453.52,WALLET,SUCCESS,2026-07-23 07:00:32.993259
T001638,C0015,M0021,30690.29,NET_BANKING,SUCCESS,2026-06-23 22:09:39.343246
T001639,C0360,M0034,11672.43,NET_BANKING,SUCCESS,2026-08-16 11:52:33.336063
T001640,C0391,M0040,24217.23,CARD,PENDING,2026-09-02 07:15:02.572565
T001641,C0080,M0032,40731.8,UPI,SUCCESS,2026-07-21 17:48:29.418255
T001642,C0494,M0042,47233.9,WALLET,SUCCESS,2026-07-12 03:54:57.775441
T001643,C0437,M0042,42762.6,CARD,SUCCESS,2026-08-27 20:46:38.694755
T001644,C0500,M0001,9782.86,NET_BANKING,SUCCESS,2026-07-04 20:30:29.849623
T001645,C0148,M0013,2388.73,WALLET,SUCCESS,2026-06-16 00:27:44.238101
T001646,C0462,M0006,17562.76,CARD,SUCCESS,2026-08-31 08:10:17.400197
T001647,C0428,M0026,19513.31,WALLET,SUCCESS,2026-06-22 22:24:39.719990
T001648,C0087,M0032,47264.25,NET_BANKING,SUCCESS,2026-08-23 23:21:19.633785
T001649,C0065,M0015,16165.7,UPI,SUCCESS,2026-07-29 10:20:24.837417
T001650,C0295,M0020,5432.34,UPI,SUCCESS,2026-08-09 20:28:58.764442
T001651,C0054,M0029,43086.42,UPI,SUCCESS,2026-08-22 04:22:24.174120
T001652,C0351,M0002,10258.72,WALLET,SUCCESS,2026-06-19 17:02:57.174577
T001653,C0099,M0034,1551.09,UPI,SUCCESS,2026-08-03 08:23:58.186119
T001654,C0362,M0047,41593.15,CARD,SUCCESS,2026-06-16 20:47:27.742882
T001655,C0373,M0034,2315.87,UPI,SUCCESS,2026-07-22 21:09:12.174877
T001656,C0052,M0036,20048.35,UPI,SUCCESS,2026-06-29 14:15:38.047756
T001657,C0140,M0011,16669.79,NET_BANKING,SUCCESS,2026-07-04 01:19:47.643379
T001658,C0489,M0018,19379.21,NET_BANKING,SUCCESS,2026-07-06 13:33:01.097109
T001659,C0015,M0011,19334.16,CARD,SUCCESS,2026-08-30 23:45:39.535138
T001660,C0003,M0039,26449.24,WALLET,SUCCESS,2026-07-26 20:38:25.012151
T001661,C0019,M0017,42739.58,CARD,SUCCESS,2026-09-05 10:03:53.470501
T001662,C0405,M0002,34694.46,CARD,SUCCESS,2026-08-02 07:11:01.702787
T001663,C0111,M0036,48930.26,UPI,SUCCESS,2026-08-13 23:52:43.885467
T001664,C0495,M0031,19970.69,NET_BANKING,SUCCESS,2026-07-07 16:47:07.272685
T001665,C0120,M0033,49439.81,UPI,SUCCESS,2026-08-28 16:03:36.717963
T001666,C0198,M0019,17264.22,WALLET,SUCCESS,2026-08-02 09:23:19.546901
T001667,C0384,M0024,6769.86,NET_BANKING,SUCCESS,2026-08-12 03:39:20.263314
T001668,C0026,M0048,7887.35,WALLET,SUCCESS,2026-06-28 12:27:38.673283
T001669,C0036,M0039,6951.28,NET_BANKING,SUCCESS,2026-08-02 13:13:51.772614
T001670,C0375,M0022,15568.41,UPI,SUCCESS,2026-06-23 11:04:05.441820
T001671,C0224,M0041,3248.12,CARD,PENDING,2026-06-22 06:58:25.736923
T001672,C0248,M0002,32161.92,CARD,FAILED,2026-08-14 14:10:39.271116
T001673,C0116,M0050,20933.74,WALLET,SUCCESS,2026-08-01 16:34:21.453174
T001674,C0396,M0041,20799.23,CARD,SUCCESS,2026-06-10 13:37:19.535877
T001675,C0380,M0019,17370.18,UPI,SUCCESS,2026-08-20 21:27:32.238970
T001676,C0278,M0005,30193.62,CARD,SUCCESS,2026-07-17 18:33:07.870376
T001677,C0386,M0027,21514.52,CARD,SUCCESS,2026-08-10 00:43:11.247196
T001678,C0248,M0028,2813.76,UPI,SUCCESS,2026-08-26 14:44:32.711368
T001679,C0456,M0031,40744.02,CARD,SUCCESS,2026-07-21 14:26:05.996930
T001680,C0129,M0025,14354.16,UPI,SUCCESS,2026-08-01 09:24:21.817103
T001681,C0296,M0031,5017.42,CARD,SUCCESS,2026-08-15 18:35:19.071790
T001682,C0373,M0016,48125.97,CARD,SUCCESS,2026-06-08 10:23:23.635714
T001683,C0277,M0044,26616.72,UPI,SUCCESS,2026-06-12 18:23:14.530499
T001684,C0381,M0044,25194.82,UPI,SUCCESS,2026-08-04 10:50:06.831075
T001685,C0195,M0039,47265.71,UPI,SUCCESS,2026-07-08 05:01:31.708738
T001686,C0107,M0042,2723.84,NET_BANKING,SUCCESS,2026-08-03 15:32:40.867515
T001687,C0388,M0024,15715.52,CARD,SUCCESS,2026-06-17 04:12:19.370111
T001688,C0044,M0006,21893.59,CARD,SUCCESS,2026-09-05 03:50:37.604296
T001689,C0191,M0014,11240.02,CARD,SUCCESS,2026-07-15 02:42:11.835434
T001690,C0357,M0041,33409.49,CARD,SUCCESS,2026-09-02 16:55:56.126632
T001691,C0285,M0016,32119.62,CARD,SUCCESS,2026-06-18 11:11:50.158600
T001692,C0283,M0004,11114.61,UPI,SUCCESS,2026-07-19 23:47:13.388396
T001693,C0380,M0010,36941.05,NET_BANKING,SUCCESS,2026-08-09 14:47:48.253891
T001694,C0230,M0022,28632.91,CARD,SUCCESS,2026-08-07 14:13:07.977507
T001695,C0190,M0041,24654.54,NET_BANKING,SUCCESS,2026-06-13 04:33:24.954014
T001696,C0178,M0011,175.69,UPI,SUCCESS,2026-09-03 10:20:20.381416
T001697,C0034,M0041,12485.8,CARD,SUCCESS,2026-07-15 04:43:11.905101
T001698,C0238,M0047,34720.17,UPI,SUCCESS,2026-08-25 06:25:41.538562
T001699,C0238,M0021,31400.83,WALLET,SUCCESS,2026-07-25 15:11:22.638579
T001700,C0269,M0024,24447.6,CARD,SUCCESS,2026-09-05 03:12:45.642567
T001701,C0099,M0011,40838.68,NET_BANKING,SUCCESS,2026-06-30 10:37:31.858665
T001702,C0070,M0033,2551.88,WALLET,SUCCESS,2026-07-26 02:03:13.067624
T001703,C0358,M0033,36388.06,WALLET,SUCCESS,2026-08-09 21:17:54.550876
T001704,C0022,M0017,1922.55,NET_BANKING,SUCCESS,2026-08-26 08:49:31.098217
T001705,C0453,M0042,36908.38,WALLET,PENDING,2026-06-11 22:52:39.469286
T001706,C0126,M0024,29669.67,NET_BANKING,SUCCESS,2026-06-18 18:14:50.163363
T001707,C0050,M0009,33772.48,WALLET,SUCCESS,2026-07-25 22:10:47.117013
T001708,C0122,M0031,17158.05,NET_BANKING,SUCCESS,2026-07-25 20:52:56.580994
T001709,C0237,M0015,34159.9,UPI,FAILED,2026-08-19 19:03:27.270355
T001710,C0175,M0041,28642.75,NET_BANKING,SUCCESS,2026-07-14 20:16:08.583885
T001711,C0046,M0034,4181.81,CARD,FAILED,2026-08-18 02:49:27.567729
T001712,C0471,M0003,14661.06,UPI,SUCCESS,2026-08-09 06:21:08.241809
T001713,C0264,M0027,33133.11,NET_BANKING,SUCCESS,2026-06-12 05:16:42.901709
T001714,C0459,M0009,2352.71,NET_BANKING,SUCCESS,2026-07-09 08:21:20.598104
T001715,C0055,M0008,23078.38,CARD,FAILED,2026-08-01 11:15:18.499915
T001716,C0309,M0006,567.6,CARD,SUCCESS,2026-07-18 20:16:12.597824
T001717,C0366,M0038,37457.35,UPI,SUCCESS,2026-08-12 14:43:29.359716
T001718,C0224,M0042,35830.09,WALLET,SUCCESS,2026-07-10 22:45:18.526235
T001719,C0380,M0034,49873.29,CARD,SUCCESS,2026-08-25 18:07:12.239725
T001720,C0293,M0044,31434.64,NET_BANKING,SUCCESS,2026-06-26 08:54:04.201145
T001721,C0303,M0029,14503.29,CARD,SUCCESS,2026-08-30 06:39:42.116201
T001722,C0065,M0005,10757.74,CARD,SUCCESS,2026-09-02 10:33:19.925235
T001723,C0094,M0041,27883.33,WALLET,SUCCESS,2026-09-05 05:07:58.419699
T001724,C0473,M0037,400.6,NET_BANKING,SUCCESS,2026-09-05 01:36:27.523644
T001725,C0235,M0001,26788.72,UPI,SUCCESS,2026-07-29 11:49:06.077313
T001726,C0340,M0009,41180.29,NET_BANKING,FAILED,2026-08-28 20:31:56.473531
T001727,C0001,M0039,30634.52,CARD,SUCCESS,2026-08-02 09:42:17.261732
T001728,C0060,M0027,41107.05,NET_BANKING,SUCCESS,2026-07-05 05:30:23.586247
T001729,C0284,M0043,28496.19,CARD,SUCCESS,2026-07-03 04:21:46.357476
T001730,C0013,M0047,33008.24,CARD,SUCCESS,2026-06-09 17:22:21.064819
T001731,C0492,M0031,13374.17,NET_BANKING,FAILED,2026-09-05 02:21:21.873432
T001732,C0099,M0037,1929.51,WALLET,SUCCESS,2026-09-03 23:46:43.907621
T001733,C0277,M0034,8656.99,CARD,SUCCESS,2026-07-27 12:17:05.900520
T001734,C0272,M0008,1184.49,WALLET,SUCCESS,2026-07-07 07:55:29.724358
T001735,C0192,M0027,10834.61,NET_BANKING,SUCCESS,2026-08-08 01:33:29.013650
T001736,C0047,M0021,44144.03,WALLET,SUCCESS,2026-06-25 03:00:39.698125
T001737,C0440,M0047,3296.69,NET_BANKING,SUCCESS,2026-06-21 19:36:23.440115
T001738,C0334,M0007,18395.85,UPI,SUCCESS,2026-08-18 07:04:32.496362
T001739,C0444,M0036,41081.31,CARD,SUCCESS,2026-07-10 22:43:42.397755
T001740,C0466,M0043,1383.05,WALLET,SUCCESS,2026-08-09 00:07:57.591118
T001741,C0286,M0018,12683.79,CARD,SUCCESS,2026-07-05 09:33:05.476136
T001742,C0032,M0001,25945.59,NET_BANKING,SUCCESS,2026-07-28 15:00:29.882005
T001743,C0375,M0024,31713.56,UPI,SUCCESS,2026-07-29 00:53:47.483326
T001744,C0076,M0045,48134.36,NET_BANKING,SUCCESS,2026-06-16 14:56:01.158470
T001745,C0384,M0016,27837.48,UPI,SUCCESS,2026-07-29 16:53:32.594368
T001746,C0044,M0003,13914.15,UPI,FAILED,2026-08-30 15:01:40.221446
T001747,C0216,M0010,43588.52,UPI,SUCCESS,2026-08-26 07:31:15.849723
T001748,C0402,M0003,42324.31,UPI,FAILED,2026-07-19 10:03:10.346248
T001749,C0213,M0010,17791.65,CARD,SUCCESS,2026-09-04 21:09:35.988099
T001750,C0366,M0023,36037.13,NET_BANKING,FAILED,2026-07-07 02:18:29.271482
T001751,C0223,M0011,1620.16,WALLET,SUCCESS,2026-07-03 02:01:33.512823
T001752,C0471,M0002,1402.41,NET_BANKING,PENDING,2026-06-14 23:45:45.878838
T001753,C0353,M0024,24496.28,UPI,SUCCESS,2026-07-24 22:07:03.917884
T001754,C0190,M0028,15800.63,UPI,SUCCESS,2026-08-28 01:39:52.015785
T001755,C0117,M0038,34761.69,UPI,SUCCESS,2026-08-16 09:47:33.478975
T001756,C0159,M0023,14836.55,WALLET,SUCCESS,2026-07-14 05:45:07.793908
T001757,C0471,M0015,37637.33,NET_BANKING,PENDING,2026-07-22 15:52:33.878748
T001758,C0214,M0046,36336.16,UPI,SUCCESS,2026-07-22 01:16:26.002160
T001759,C0385,M0007,39138.66,CARD,SUCCESS,2026-07-24 20:10:07.844062
T001760,C0167,M0044,17631.32,UPI,SUCCESS,2026-08-09 06:49:09.011832
T001761,C0462,M0033,19293.38,WALLET,SUCCESS,2026-06-29 20:49:51.817498
T001762,C0259,M0007,19985.62,CARD,SUCCESS,2026-09-05 01:59:16.904135
T001763,C0385,M0039,32719.82,NET_BANKING,SUCCESS,2026-06-27 04:59:39.860325
T001764,C0377,M0049,3415.26,WALLET,SUCCESS,2026-09-03 16:52:00.165172
T001765,C0192,M0037,40354.09,NET_BANKING,SUCCESS,2026-06-21 11:52:30.266425
T001766,C0439,M0008,7586.37,UPI,SUCCESS,2026-07-06 20:01:30.713200
T001767,C0489,M0044,15515.63,WALLET,SUCCESS,2026-08-20 00:39:21.350800
T001768,C0163,M0011,26813.96,WALLET,SUCCESS,2026-06-20 15:38:24.172891
T001769,C0288,M0033,28465.85,UPI,SUCCESS,2026-08-31 13:51:00.920805
T001770,C0450,M0017,42703.6,CARD,SUCCESS,2026-06-11 01:15:51.628695
T001771,C0224,M0027,37310.31,UPI,SUCCESS,2026-07-19 05:12:45.030952
T001772,C0394,M0043,45900.6,UPI,SUCCESS,2026-06-23 23:26:28.100059
T001773,C0003,M0047,39887.49,WALLET,SUCCESS,2026-07-08 11:18:17.545772
T001774,C0118,M0015,41633.81,CARD,SUCCESS,2026-06-30 20:58:48.712919
T001775,C0318,M0014,6919.2,CARD,SUCCESS,2026-08-21 11:34:30.559124
T001776,C0037,M0034,5987.35,WALLET,SUCCESS,2026-07-13 20:44:18.638303
T001777,C0327,M0008,2930.56,NET_BANKING,SUCCESS,2026-08-04 23:17:09.503589
T001778,C0390,M0003,47603.73,NET_BANKING,SUCCESS,2026-07-20 21:43:19.099910
T001779,C0035,M0027,39647.95,WALLET,FAILED,2026-07-08 18:14:04.327524
T001780,C0192,M0042,18083.46,CARD,SUCCESS,2026-07-29 11:04:50.953938
T001781,C0405,M0043,14193.67,WALLET,SUCCESS,2026-08-21 18:57:55.505106
T001782,C0402,M0041,4073.01,WALLET,SUCCESS,2026-07-05 18:02:47.873968
T001783,C0185,M0003,13431.59,CARD,SUCCESS,2026-08-04 20:12:00.508567
T001784,C0354,M0044,14330.77,UPI,SUCCESS,2026-06-25 09:31:59.530330
T001785,C0016,M0047,15541.23,NET_BANKING,SUCCESS,2026-09-02 03:12:55.689364
T001786,C0218,M0028,14544.76,CARD,SUCCESS,2026-07-03 12:50:46.096693
T001787,C0212,M0036,20575.03,UPI,SUCCESS,2026-07-06 15:31:35.540516
T001788,C0122,M0029,30416.07,WALLET,SUCCESS,2026-07-14 19:05:05.254982
T001789,C0348,M0039,10601.15,NET_BANKING,SUCCESS,2026-07-01 12:24:22.628803
T001790,C0266,M0035,40525.8,CARD,FAILED,2026-06-09 16:01:56.406349
T001791,C0267,M0005,39342.71,UPI,SUCCESS,2026-06-29 05:59:02.251838
T001792,C0482,M0037,31307.22,WALLET,FAILED,2026-09-02 04:05:15.489101
T001793,C0492,M0005,30057.18,CARD,FAILED,2026-08-11 02:17:20.836954
T001794,C0051,M0004,44314.46,CARD,SUCCESS,2026-08-18 23:28:01.918180
T001795,C0236,M0050,5600.52,NET_BANKING,SUCCESS,2026-08-03 08:10:29.840050
T001796,C0257,M0005,8781.26,UPI,SUCCESS,2026-07-30 21:50:23.459808
T001797,C0067,M0016,49607.75,CARD,PENDING,2026-08-02 02:14:19.388879
T001798,C0447,M0014,12897.59,NET_BANKING,SUCCESS,2026-07-11 22:46:26.193627
T001799,C0301,M0032,47968.66,NET_BANKING,SUCCESS,2026-08-02 10:57:40.939825
T001800,C0064,M0032,33960.18,UPI,FAILED,2026-07-02 07:36:28.976390
T001801,C0267,M0042,44504.96,UPI,SUCCESS,2026-08-15 01:46:00.140839
T001802,C0234,M0022,26612.1,CARD,SUCCESS,2026-06-09 18:39:21.035613
T001803,C0321,M0039,32390.9,UPI,SUCCESS,2026-07-11 05:30:24.077420
T001804,C0491,M0018,17896.15,WALLET,FAILED,2026-07-11 21:48:06.403173
T001805,C0306,M0007,24427.33,UPI,SUCCESS,2026-08-29 11:17:53.625129
T001806,C0027,M0032,42520.97,UPI,SUCCESS,2026-08-18 07:03:58.426284
T001807,C0165,M0049,37508.68,NET_BANKING,SUCCESS,2026-06-11 18:01:24.510787
T001808,C0310,M0003,47234.22,UPI,SUCCESS,2026-06-09 10:25:10.895923
T001809,C0211,M0027,17025.27,CARD,SUCCESS,2026-07-09 05:00:36.270031
T001810,C0226,M0005,43297.8,NET_BANKING,SUCCESS,2026-06-24 00:27:33.199708
T001811,C0050,M0008,18718.88,WALLET,SUCCESS,2026-07-14 06:26:12.112234
T001812,C0337,M0048,10046.85,CARD,SUCCESS,2026-07-02 01:20:40.930767
T001813,C0485,M0027,5871.29,WALLET,FAILED,2026-06-21 22:39:55.020408
T001814,C0069,M0039,44762.04,UPI,FAILED,2026-08-29 10:40:34.648001
T001815,C0139,M0011,46412.97,CARD,SUCCESS,2026-08-18 07:46:05.400285
T001816,C0345,M0019,42999.18,NET_BANKING,SUCCESS,2026-07-05 12:32:26.482070
T001817,C0025,M0049,42807.02,WALLET,SUCCESS,2026-08-31 09:19:33.413180
T001818,C0487,M0003,22445.12,WALLET,SUCCESS,2026-07-30 19:41:49.929404
T001819,C0274,M0007,42399.8,UPI,SUCCESS,2026-07-23 08:55:07.180076
T001820,C0162,M0031,528.51,NET_BANKING,SUCCESS,2026-07-04 03:00:40.216756
T001821,C0059,M0027,15446.26,NET_BANKING,SUCCESS,2026-08-22 06:39:19.849886
T001822,C0466,M0030,39574.71,NET_BANKING,SUCCESS,2026-07-17 11:37:12.307121
T001823,C0389,M0023,32414.87,CARD,SUCCESS,2026-07-01 21:52:13.777782
T001824,C0179,M0020,21303.24,WALLET,SUCCESS,2026-07-22 08:00:56.111188
T001825,C0041,M0022,17447.13,CARD,SUCCESS,2026-08-16 17:55:34.306677
T001826,C0481,M0024,16358.38,UPI,SUCCESS,2026-07-16 02:32:31.780684
T001827,C0269,M0019,5026.33,WALLET,SUCCESS,2026-06-26 22:59:08.647250
T001828,C0366,M0050,33999.02,CARD,SUCCESS,2026-06-10 14:38:53.468799
T001829,C0396,M0039,7921.79,UPI,PENDING,2026-08-17 03:12:07.251955
T001830,C0395,M0046,36850.7,UPI,SUCCESS,2026-07-19 12:47:06.093035
T001831,C0157,M0033,24392.3,WALLET,SUCCESS,2026-06-09 06:23:54.616139
T001832,C0285,M0007,21913.18,UPI,SUCCESS,2026-06-12 23:05:44.405237
T001833,C0124,M0016,21436.71,NET_BANKING,SUCCESS,2026-07-03 08:59:05.545146
T001834,C0110,M0008,46448.35,CARD,FAILED,2026-06-25 02:14:56.261013
T001835,C0377,M0005,1357.71,UPI,SUCCESS,2026-07-27 19:50:50.733416
T001836,C0379,M0041,11407.24,UPI,SUCCESS,2026-07-29 08:25:31.230916
T001837,C0209,M0047,39752.9,NET_BANKING,SUCCESS,2026-09-02 20:24:35.311194
T001838,C0064,M0021,33165.86,NET_BANKING,SUCCESS,2026-06-09 14:14:02.561131
T001839,C0495,M0038,48713.94,CARD,PENDING,2026-06-21 21:32:40.976676
T001840,C0486,M0015,33818.09,WALLET,SUCCESS,2026-07-01 04:22:16.992062
T001841,C0005,M0005,453.51,UPI,SUCCESS,2026-06-19 07:12:48.092844
T001842,C0042,M0017,17567.36,WALLET,SUCCESS,2026-06-09 02:13:58.786223
T001843,C0367,M0019,43705.77,WALLET,SUCCESS,2026-07-10 20:51:36.709745
T001844,C0325,M0006,40766.7,UPI,SUCCESS,2026-09-01 03:00:48.619964
T001845,C0306,M0005,28417.59,CARD,SUCCESS,2026-06-23 05:50:04.125644
T001846,C0365,M0013,14165.4,UPI,SUCCESS,2026-06-22 11:07:13.903786
T001847,C0335,M0037,30094.52,NET_BANKING,SUCCESS,2026-07-24 20:17:15.788164
T001848,C0315,M0029,30041.35,UPI,FAILED,2026-07-03 16:44:37.979188
T001849,C0414,M0010,47386.41,NET_BANKING,SUCCESS,2026-06-23 18:23:38.819236
T001850,C0222,M0002,39396.36,CARD,FAILED,2026-07-13 10:06:23.541981
T001851,C0229,M0034,24572.3,UPI,SUCCESS,2026-08-20 12:08:32.951432
T001852,C0222,M0015,34156.02,CARD,SUCCESS,2026-06-09 09:44:18.544065
T001853,C0047,M0016,21940.18,CARD,SUCCESS,2026-06-23 03:55:59.686993
T001854,C0360,M0037,9318.2,NET_BANKING,SUCCESS,2026-07-11 06:54:13.628688
T001855,C0428,M0014,16200.65,CARD,SUCCESS,2026-07-12 15:33:47.470607
T001856,C0222,M0041,30132.43,WALLET,SUCCESS,2026-07-11 15:01:05.825743
T001857,C0208,M0037,5846.55,WALLET,SUCCESS,2026-07-21 12:42:52.331902
T001858,C0090,M0020,40473.88,UPI,SUCCESS,2026-07-17 20:38:33.833170
T001859,C0146,M0031,20676.66,WALLET,SUCCESS,2026-08-15 15:48:06.504895
T001860,C0494,M0019,37789.03,CARD,FAILED,2026-07-11 03:50:40.203776
T001861,C0470,M0033,46882.35,WALLET,SUCCESS,2026-07-24 10:00:06.854979
T001862,C0056,M0032,7172.1,NET_BANKING,SUCCESS,2026-08-30 09:48:29.121011
T001863,C0333,M0011,36277.75,WALLET,SUCCESS,2026-08-15 01:44:00.411486
T001864,C0042,M0040,12715.58,NET_BANKING,SUCCESS,2026-07-07 05:13:29.250829
T001865,C0482,M0014,23886.4,NET_BANKING,SUCCESS,2026-07-22 23:05:33.061165
T001866,C0312,M0022,11712.85,CARD,SUCCESS,2026-06-12 06:24:26.679648
T001867,C0448,M0026,46551.02,WALLET,FAILED,2026-08-05 12:12:04.031230
T001868,C0430,M0044,19428.2,WALLET,SUCCESS,2026-06-13 01:27:47.356158
T001869,C0497,M0009,16730.56,UPI,SUCCESS,2026-07-06 02:07:50.577967
T001870,C0183,M0023,36061.09,NET_BANKING,FAILED,2026-07-16 18:40:23.133540
T001871,C0366,M0012,3396.71,WALLET,SUCCESS,2026-08-25 00:15:45.736798
T001872,C0006,M0038,25054.27,NET_BANKING,SUCCESS,2026-06-22 17:44:07.622676
T001873,C0273,M0008,1958.58,WALLET,SUCCESS,2026-06-24 17:00:36.640845
T001874,C0395,M0029,17005.1,UPI,SUCCESS,2026-07-06 19:57:11.965954
T001875,C0330,M0031,8772.34,UPI,SUCCESS,2026-08-15 14:32:07.979171
T001876,C0255,M0023,34277.47,NET_BANKING,SUCCESS,2026-08-27 10:12:10.615716
T001877,C0404,M0035,26345.99,WALLET,SUCCESS,2026-08-25 15:03:49.788505
T001878,C0108,M0028,30909.24,CARD,SUCCESS,2026-07-01 03:37:14.229927
T001879,C0094,M0041,29999.0,WALLET,SUCCESS,2026-07-15 02:15:22.927221
T001880,C0466,M0024,23631.55,UPI,SUCCESS,2026-07-28 23:57:40.803060
T001881,C0252,M0045,41386.01,UPI,SUCCESS,2026-08-07 23:05:35.014595
T001882,C0202,M0037,2791.66,WALLET,SUCCESS,2026-08-19 12:55:25.259208
T001883,C0195,M0025,25561.06,UPI,SUCCESS,2026-07-25 20:34:36.372066
T001884,C0397,M0042,31535.08,CARD,SUCCESS,2026-06-30 22:13:11.107845
T001885,C0461,M0003,28405.69,UPI,SUCCESS,2026-07-22 09:35:29.566530
T001886,C0207,M0036,43070.21,WALLET,FAILED,2026-07-19 01:46:30.803113
